DATE,NFCI
2021-10-29,-0.62519
2021-11-05,-0.60768
2021-11-12,-0.58510
2021-11-19,-0.56144
2021-11-26,-0.54064
2021-12-03,-0.52740
2021-12-10,-0.52650
2021-12-17,-0.53249
2021-12-24,-0.54201
2021-12-31,-0.55006
2022-01-07,-0.55283
2022-01-14,-0.54888
2022-01-21,-0.54010
2022-01-28,-0.52621
2022-02-04,-0.50859
2022-02-11,-0.48329
2022-02-18,-0.45069
2022-02-25,-0.41499
2022-03-04,-0.38093
2022-03-11,-0.35798
2022-03-18,-0.34870
2022-03-25,-0.35035
2022-04-01,-0.35611
2022-04-08,-0.35700
2022-04-15,-0.34606
2022-04-22,-0.32647
2022-04-29,-0.30176
2022-05-06,-0.27956
2022-05-13,-0.26291
2022-05-20,-0.25125
2022-05-27,-0.23787
2022-06-03,-0.21901
2022-06-10,-0.19358
2022-06-17,-0.16576
2022-06-24,-0.14692
2022-07-01,-0.14234
2022-07-08,-0.15320
2022-07-15,-0.17794
2022-07-22,-0.20881
2022-07-29,-0.23514
2022-08-05,-0.25190
2022-08-12,-0.25846
2022-08-19,-0.25365
2022-08-26,-0.23850
2022-09-02,-0.21556
2022-09-09,-0.18726
2022-09-16,-0.15655
2022-09-23,-0.12736
2022-09-30,-0.10418
2022-10-07,-0.09507
2022-10-14,-0.10034
2022-10-21,-0.11859
2022-10-28,-0.14480
2022-11-04,-0.17402
2022-11-11,-0.19744
2022-11-18,-0.21025
2022-11-25,-0.21278
2022-12-02,-0.20999
2022-12-09,-0.20889
2022-12-16,-0.21430
2022-12-23,-0.22716
2022-12-30,-0.24971
2023-01-06,-0.27670
2023-01-13,-0.30269
2023-01-20,-0.32457
2023-01-27,-0.34352
2023-02-03,-0.35313
2023-02-10,-0.34852
2023-02-17,-0.32639
2023-02-24,-0.28438
2023-03-03,-0.23091
2023-03-10,-0.17706
2023-03-17,-0.13018
2023-03-24,-0.11659
2023-03-31,-0.12976
2023-04-07,-0.15717
2023-04-14,-0.19231
2023-04-21,-0.22238
2023-04-28,-0.23863
2023-05-05,-0.24449
2023-05-12,-0.24605
2023-05-19,-0.24719
2023-05-26,-0.24978
2023-06-02,-0.25330
2023-06-09,-0.25411
2023-06-16,-0.25381
2023-06-23,-0.25492
2023-06-30,-0.25681
2023-07-07,-0.26466
2023-07-14,-0.27966
2023-07-21,-0.29716
2023-07-28,-0.31385
2023-08-04,-0.32927
2023-08-11,-0.34131
2023-08-18,-0.35026
2023-08-25,-0.35755
2023-09-01,-0.36426
2023-09-08,-0.36737
2023-09-15,-0.36579
2023-09-22,-0.35792
2023-09-29,-0.34457
2023-10-06,-0.33176
2023-10-13,-0.32248
2023-10-20,-0.32172
2023-10-27,-0.33142
2023-11-03,-0.35017
2023-11-10,-0.37354
2023-11-17,-0.39739
2023-11-24,-0.41771
2023-12-01,-0.43412
2023-12-08,-0.44681
2023-12-15,-0.45858
2023-12-22,-0.46977
2023-12-29,-0.47941
2024-01-05,-0.48714
2024-01-12,-0.49148
2024-01-19,-0.49191
2024-01-26,-0.48793
2024-02-02,-0.48422
2024-02-09,-0.48016
2024-02-16,-0.47792
2024-02-23,-0.47786
2024-03-01,-0.48019
2024-03-08,-0.48283
2024-03-15,-0.48520
2024-03-22,-0.48457
2024-03-29,-0.48078
2024-04-05,-0.47543
2024-04-12,-0.47009
2024-04-19,-0.46800
2024-04-26,-0.47288
2024-05-03,-0.48401
2024-05-10,-0.49802
2024-05-17,-0.51109
2024-05-24,-0.52021
2024-05-31,-0.52249
2024-06-07,-0.52052
2024-06-14,-0.51725
2024-06-21,-0.51555
2024-06-28,-0.51689
2024-07-05,-0.51958
2024-07-12,-0.51934
2024-07-19,-0.51513
2024-07-26,-0.50766
2024-08-02,-0.49944
2024-08-09,-0.49531
2024-08-16,-0.50015
2024-08-23,-0.51144
2024-08-30,-0.52702
2024-09-06,-0.54433
2024-09-13,-0.55834
